2204_131732_000000_000000	THE title of this chapter might imply that there is an unsocial side to Edison.	THE title of this chapter might imply that there is an unsocial side to Edison.	true	33.24	38.14	17
2204_131732_000039_000000	The big library--semi-boudoir--up-stairs is also very expressive of the home life of Edison, but again typical of his nature and disposition, for it is difficult to overlay his many technical books and scientific periodicals with a sufficiently thick crust of popular magazines or current literature to prevent their outcropping into evidence.	The big library-semi boudoir-up stairs is also very expressive of the home life of Edison, but again typical of his nature and disposition, for it is difficult to overlay his many technical books and scientific periodicals with a sufficiently thick crust of popular magazines or current literature to prevent their outcropping into evidence.	true	3044.78	3065.28	21.264261
2204_131732_000039_000001	In like manner the chat and conversation here, however lightly it may begin, turns invariably to large questions and deep problems, especially in the fields of discovery and invention; and Edison, in an easy-chair, will sit through the long evenings till one or two in the morning, pulling meditatively at his eyebrows, quoting something he has just read pertinent to the discussion, hearing and telling new stories with gusto, offering all kinds of ingenious suggestions, and without fail getting hold of pads and sheets of paper on which to make illustrative sketches. He is wonderfully handy with the pencil, and will sometimes amuse himself, while chatting, with making all kinds of fancy bits of penmanship, twisting his signature into circles and squares, but always writing straight lines--so straight they could not be ruled truer.	In like manner the chat and conversation here, however lightly it may begin, turns invariably to large questions and deep problems, especially in the fields of discovery and invention; and Edison, in an easy chair, will sit through the long evenings till one or two in the morning, pulling meditatively at his eyebrows, quoting something he has just read pertinent to the discussion, hearing and telling new stories with gusto, offering all kinds of ingenious suggestions, and without fail getting hold of pads and sheets of paper on which to make illustrative sketches. He is wonderfully handy with the pencil, and will sometimes amuse himself, while chatting, with making all kinds of fancy bits of penmanship, twisting his signature into circles and squares, but always writing straight lines-so straight they could not be ruled truer.	false	3065.28	3112.36	21.900871
2204_131732_000039_000002	Many a night it is a question of getting Edison to bed, for he would much rather probe a problem than eat or sleep; but at whatever hour the visitor retires or gets up, he is sure to find the master of the house on hand, serene and reposeful, and just as brisk at dawn as when he allowed the conversation to break up at midnight.	Many a night it is a question of getting Edison to bed, for he would much rather probe a problem than eat or sleep; but at whatever hour the visitor retires or gets up, he is sure to find the master of the house on hand, serene and reposeful, and just as brisk at dawn as when he allowed the conversation to break up at midnight.	false	3113.18	3132.13	22.819874
2204_131732_000039_000003	The ordinary routine of daily family life is of course often interrupted by receptions and parties, visits to the billiard-room, the entertainment of visitors, the departure to and return from college, at vacation periods, of the young people, and matters relating to the many social and philanthropic causes in which Mrs. Edison is actively interested; but, as a matter of fact, Edison's round of toil and relaxation is singularly uniform and free from agitation, and that is the way he would rather have it.	The ordinary routine of daily family life is of course often interrupted by receptions and parties, visits to the billiard room, the entertainment of visitors, the departure to and return from college, at vacation periods, of the young people, and matters relating to the many social and philanthropic causes in which mrs Edison is actively interested; but, as a matter of fact, Edison's round of toil and relaxation is singularly uniform and free from agitation, and that is the way he would rather have it.	true	3133.07	3163.66	21.351973
2204_131732_000040_000000	Edison at sixty-three has a fine physique, and being free from serious ailments of any kind, should carry on the traditions of his long-lived ancestors as to a vigorous old age.	Edison at sixty three has a fine physique, and being free from serious ailments of any kind, should carry on the traditions of his long lived ancestors as to a vigorous old age.	true	3163.85	3175.03	19
2204_131732_000040_000001	His hair has whitened, but is still thick and abundant, and though he uses glasses for certain work, his gray-blue eyes are as keen and bright and deeply lustrous as ever, with the direct, searching look in them that they have ever worn.	His hair has whitened, but is still thick and abundant, and though he uses glasses for certain work, his gray blue eyes are as keen and bright and deeply lustrous as ever, with the direct, searching look in them that they have ever worn.	true	3175.34	3189.34	21.625668
2204_131732_000040_000002	He stands five feet nine and one-half inches high, weighs one hundred and seventy-five pounds, and has not varied as to weight in a quarter of a century, although as a young man he was slim to gauntness.	He stands five feet nine and one half inches high, weighs one hundred and seventy five pounds, and has not varied as to weight in a quarter of a century, although as a young man he was slim to gauntness.	false	3189.98	3200.82	18.132896
2204_131732_000040_000003	He is very abstemious, hardly ever touching alcohol, caring little for meat, but fond of fruit, and never averse to a strong cup of coffee or a good cigar.	He is very abstemious, hardly ever touching alcohol, caring little for meat, but fond of fruit, and never averse to a strong cup of coffee or a good cigar.	false	3200.82	3211.06	23.20184
2204_131732_000040_000004	He takes extremely little exercise, although his good color and quickness of step would suggest to those who do not know better that he is in the best of training, and one who lives in the open air.	He takes extremely little exercise, although his good color and quickness of step would suggest to those who do not know better that he is in the best of training, and one who lives in the open air.	false	3211.73	3222.31	21.41439
2204_131732_000041_000000	His simplicity as to clothes has already been described.	His simplicity as to clothes has already been described.	true	3223.34	3226.75	22.809017
2204_131732_000041_000001	One would be startled to see him with a bright tie, a loud checked suit, or a fancy waistcoat, and yet there is a curious sense of fastidiousness about the plain things he delights in.	One would be startled to see him with a bright tie, a loud checked suit, or a fancy waistcoat, and yet there is a curious sense of fastidiousness about the plain things he delights in.	true	3227.15	3237.07	22
2204_131732_000041_000002	Perhaps he is not wholly responsible personally for this state of affairs.	Perhaps he is not wholly responsible personally for this state of affairs.	false	3237.59	3241.75	17
2204_131732_000041_000003	In conversation Edison is direct, courteous, ready to discuss a topic with anybody worth talking to, and, in spite of his sore deafness, an excellent listener.	In conversation Edison is direct, courteous, ready to discuss a topic with anybody worth talking to, and, in spite of his sore deafness, an excellent listener.	false	3242	3252.7	23.787676
2204_131732_000041_000004	No one ever goes away from Edison in doubt as to what he thinks or means, but he is ever shy and diffident to a degree if the talk turns on himself rather than on his work.	No one ever goes away from Edison in doubt as to what he thinks or means, but he is ever shy and diffident to a degree if the talk turns on himself rather than on his work.	true	3252.86	3262.6	21.378817
2204_131732_000042_000000	If the authors were asked, after having written the foregoing pages, to explain here the reason for Edison's success, based upon their observations so far made, they would first answer that he combines with a vigorous and normal physical structure a mind capable of clear and logical thinking, and an imagination of unusual activity.	If the authors were asked, after having written the foregoing pages, to explain here the reason for Edison's success, based upon their observations so far made, they would first answer that he combines with a vigorous and normal physical structure a mind capable of clear and logical thinking, and an imagination of unusual activity.	true	3262.91	3282.28	22.16372
2204_131732_000042_000001	But this would by no means offer a complete explanation.	But this would by no means offer a complete explanation.	true	3282.83	3286.27	19.973385
2204_131732_000042_000002	There are many men of equal bodily and mental vigor who have not achieved a tithe of his accomplishment.	There are many men of equal bodily and mental vigor who have not achieved a tithe of his accomplishment.	false	3286.91	3294.49	18.580198
2204_131732_000042_000003	What other factors are there to be taken into consideration to explain this phenomenon?	What other factors are there to be taken into consideration to explain this phenomenon?	true	3294.53	3299.32	22
2204_131732_000042_000004	First, a stolid, almost phlegmatic, nervous system which takes absolutely no notice of ennui--a system like that of a Chinese ivory-carver who works day after day and month after month on a piece of material no larger than your hand.	First, a stolid, almost phlegmatic, nervous system which takes absolutely no notice of ennui-a system like that of a Chinese ivory carver who works day after day and month after month on a piece of material no larger than your hand.	false	3300.11	3315.01	22.793823
2204_131732_000042_000005	No better illustration of this characteristic can be found than in the development of the nickel pocket for the storage battery, an element the size of a short lead-pencil, on which upward of five years were spent in experiments, costing over a million dollars, day after day, always apparently with the same tubes but with small variations carefully tabulated in the note-books.	No better illustration of this characteristic can be found than in the development of the nickel pocket for the storage battery, an element the size of a short lead pencil, on which upward of five years were spent in experiments, costing over a million dollars, day after day, always apparently with the same tubes but with small variations carefully tabulated in the note books.	true	3315.41	3336.52	23.817003
2204_131732_000042_000006	To an ordinary person the mere sight of such a tube would have been as distasteful, certainly after a week or so, as the smell of a quail to a man striving to eat one every day for a month, near the end of his gastronomic ordeal.	To an ordinary person the mere sight of such a tube would have been as distasteful, certainly after a week or so, as the smell of a quail to a man striving to eat one every day for a month, near the end of his gastronomic ordeal.	false	3337.25	3350.92	23.786936
2204_131732_000042_000007	But to Edison these small perforated steel tubes held out as much of a fascination at the end of five years as when the search was first begun, and every morning found him as eager to begin the investigation anew as if the battery was an absolutely novel problem to which his thoughts had just been directed.	But to Edison these small perforated steel tubes held out as much of a fascination at the end of five years as when the search was first begun, and every morning found him as eager to begin the investigation anew as if the battery was an absolutely novel problem to which his thoughts had just been directed.	false	3351.29	3367.81	22
2204_131732_000043_000000	Another and second characteristic of Edison's personality contributing so strongly to his achievements is an intense, not to say courageous, optimism in which no thought of failure can enter, an optimism born of self-confidence, and becoming--after forty or fifty years of experience more and more a sense of certainty in the accomplishment of success.	Another and second characteristic of Edison's personality contributing so strongly to his achievements is an intense, not to say courageous, optimism in which no thought of failure can enter, an optimism born of self confidence, and becoming-after forty or fifty years of experience more and more a sense of certainty in the accomplishment of success.	true	3368.78	3390.19	20.107178
2204_131732_000043_000001	In the overcoming of difficulties he has the same intellectual pleasure as the chess-master when confronted with a problem requiring all the efforts of his skill and experience to solve.	In the overcoming of difficulties he has the same intellectual pleasure as the chess master when confronted with a problem requiring all the efforts of his skill and experience to solve.	false	3391.13	3400.75	20
2204_131732_000043_000002	To advance along smooth and pleasant paths, to encounter no obstacles, to wrestle with no difficulties and hardships--such has absolutely no fascination to him. He meets obstruction with the keen delight of a strong man battling with the waves and opposing them in sheer enjoyment, and the greater and more apparently overwhelming the forces that may tend to sweep him back, the more vigorous his own efforts to forge through them.	To advance along smooth and pleasant paths, to encounter no obstacles, to wrestle with no difficulties and hardships-such has absolutely no fascination to him. He meets obstruction with the keen delight of a strong man battling with the waves and opposing them in sheer enjoyment, and the greater and more apparently overwhelming the forces that may tend to sweep him back, the more vigorous his own efforts to forge through them.	false	3401.15	3426.47	20.057085
2204_131732_000043_000003	At the conclusion of the ore-milling experiments, when practically his entire fortune was sunk in an enterprise that had to be considered an impossibility, when at the age of fifty he looked back upon five or six years of intense activity expended apparently for naught, when everything seemed most black and the financial clouds were quickly gathering on the horizon, not the slightest idea of repining entered his mind.	At the conclusion of the ore milling experiments, when practically his entire fortune was sunk in an enterprise that had to be considered an impossibility, when at the age of fifty he looked back upon five or six years of intense activity expended apparently for naught, when everything seemed most black and the financial clouds were quickly gathering on the horizon, not the slightest idea of repining entered his mind.	true	3426.47	3449.98	23.709698
2204_131732_000043_000004	The main experiment had succeeded--he had accomplished what he sought for.	The main experiment had succeeded-he had accomplished what he sought for.	false	3450.77	3455.26	22.914679
2204_131732_000043_000005	Nature at another point had outstripped him, yet he had broadened his own sum of knowledge to a prodigious extent.	Nature at another point had outstripped him, yet he had broadened his own sum of knowledge to a prodigious extent.	true	3455.96	3462.4	22
2204_131732_000043_000006	It was only during the past summer (1910) that one of the writers spent a Sunday with him riding over the beautiful New Jersey roads in an automobile, Edison in the highest spirits and pointing out with the keenest enjoyment the many beautiful views of valley and wood.	It was only during the past summer (nineteen ten) that one of the writers spent a Sunday with him riding over the beautiful New Jersey roads in an automobile, Edison in the highest spirits and pointing out with the keenest enjoyment the many beautiful views of valley and wood.	true	3462.68	3477.58	20.631014
2204_131732_000043_000007	The wanderings led to the old ore-milling plant at Edison, now practically a mass of deserted buildings all going to decay. It was a depressing sight, marking such titanic but futile struggles with nature.	The wanderings led to the old ore milling plant at Edison, now practically a mass of deserted buildings all going to decay. It was a depressing sight, marking such titanic but futile struggles with nature.	true	3478.19	3491.29	23.058163
2204_131732_000043_000008	To Edison, however, no trace of sentiment or regret occurred, and the whole ruins were apparently as much a matter of unconcern as if he were viewing the remains of Pompeii.	To Edison, however, no trace of sentiment or regret occurred, and the whole ruins were apparently as much a matter of unconcern as if he were viewing the remains of Pompeii.	false	3491.63	3501.46	20.605341
2204_131732_000043_000009	Sitting on the porch of the White House, where he lived during that period, in the light of the setting sun, his fine face in repose, he looked as placidly over the scene as a happy farmer over a field of ripening corn.	Sitting on the porch of the White House, where he lived during that period, in the light of the setting sun, his fine face in repose, he looked as placidly over the scene as a happy farmer over a field of ripening corn.	false	3502.13	3513.82	19
2204_131732_000043_000010	All that he said was: "I never felt better in my life than during the five years I worked here.	All that he said was: "I never felt better in my life than during the five years I worked here.	false	3514.37	3520.45	23.363575
2204_131732_000043_000011	Hard work, nothing to divert my thought, clear air and simple food made my life very pleasant.	Hard work, nothing to divert my thought, clear air and simple food made my life very pleasant.	true	3520.64	3527.02	23.060942
2204_131732_000043_000012	We learned a great deal.	We learned a great deal.	true	3527.15	3528.52	22.210623
2204_131732_000043_000013	It will be of benefit to some one some time." Similarly, in connection with the storage battery, after having experimented continuously for three years, it was found to fall below his expectations, and its manufacture had to be stopped.	It will be of benefit to some one some time." Similarly, in connection with the storage battery, after having experimented continuously for three years, it was found to fall below his expectations, and its manufacture had to be stopped.	false	3528.77	3542.89	21.190826
2204_131732_000043_000014	Hundreds of thousands of dollars had been spent on the experiments, and, largely without Edison's consent, the battery had been very generally exploited in the press.	Hundreds of thousands of dollars had been spent on the experiments, and, largely without Edison's consent, the battery had been very generally exploited in the press.	true	3543.17	3551.89	19
2204_131732_000043_000015	To stop meant not only to pocket a great loss already incurred, facing a dark and uncertain future, but to most men animated by ordinary human feelings, it meant more than anything else, an injury to personal pride.	To stop meant not only to pocket a great loss already incurred, facing a dark and uncertain future, but to most men animated by ordinary human feelings, it meant more than anything else, an injury to personal pride.	true	3552.47	3565.18	23
2204_131732_000043_000016	Pride?	Pride?	true	3565.76	3566.64	29.567482
2204_131732_000043_000017	Pooh! that had nothing to do with the really serious practical problem, and the writers can testify that at the moment when his decision was reached, work stopped and the long vista ahead was peered into, Edison was as little concerned as if he had concluded that, after all, perhaps peach-pie might be better for present diet than apple-pie.	Pooh! that had nothing to do with the really serious practical problem, and the writers can testify that at the moment when his decision was reached, work stopped and the long vista ahead was peered into, Edison was as little concerned as if he had concluded that, after all, perhaps peach pie might be better for present diet than apple pie.	false	3566.64	3585.37	23.800762
2204_131732_000043_000018	He has often said that time meant very little to him, that he had but a small realization of its passage, and that ten or twenty years were as nothing when considering the development of a vital invention.	He has often said that time meant very little to him, that he had but a small realization of its passage, and that ten or twenty years were as nothing when considering the development of a vital invention.	true	3585.98	3597.16	20
2204_131732_000044_000000	These references to personal pride recall another characteristic of Edison wherein he differs from most men.	These references to personal pride recall another characteristic of Edison wherein he differs from most men.	true	3597.95	3604.36	19
2204_131732_000044_000001	There are many individuals who derive an intense and not improper pleasure in regalia or military garments, with plenty of gold braid and brass buttons, and thus arrayed, in appearing before their friends and neighbors.	There are many individuals who derive an intense and not improper pleasure in regalia or military garments, with plenty of gold braid and brass buttons, and thus arrayed, in appearing before their friends and neighbors.	true	3605.18	3618.31	22
2204_131732_000044_000002	Putting at the head of the procession the man who makes his appeal to public attention solely because of the brilliancy of his plumage, and passing down the ranks through the multitudes having a gradually decreasing sense of vanity in their personal accomplishment, Edison would be placed at the very end. Reference herein has been made to the fact that one of the two great English universities wished to confer a degree upon him, but that he was unable to leave his work for the brief time necessary to accept the honor.	Putting at the head of the procession the man who makes his appeal to public attention solely because of the brilliancy of his plumage, and passing down the ranks through the multitudes having a gradually decreasing sense of vanity in their personal accomplishment, Edison would be placed at the very end. Reference herein has been made to the fact that one of the two great English universities wished to confer a degree upon him, but that he was unable to leave his work for the brief time necessary to accept the honor.	false	3619.01	3646.78	21.705793
2204_131732_000044_000003	At that occasion it was pointed out to him that he should make every possible sacrifice to go, that the compliment was great, and that but few Americans had been so recognized.	At that occasion it was pointed out to him that he should make every possible sacrifice to go, that the compliment was great, and that but few Americans had been so recognized.	true	3647.24	3657.43	22.364338
2204_131732_000044_000004	It was hopeless--an appeal based on sentiment.	It was hopeless-an appeal based on sentiment.	true	3657.59	3660.91	24.052073
2204_131732_000044_000005	Before him was something real--work to be accomplished--a problem to be solved.	Before him was something real-work to be accomplished-a problem to be solved.	true	3661.19	3666.34	26.032486
2204_131732_000044_000006	Beyond, was a prize as intangible as the button of the Legion of Honor, which he concealed from his friends that they might not feel he was "showing off." The fact is that Edison cares little for the approval of the world, but that he cares everything for the approval of himself.	Beyond, was a prize as intangible as the button of the Legion of Honor, which he concealed from his friends that they might not feel he was "showing off." The fact is that Edison cares little for the approval of the world, but that he cares everything for the approval of himself.	false	3666.35	3681.19	22.147215
2204_131732_000044_000007	Difficult as it may be--perhaps impossible--to trace its origin, Edison possesses what he would probably call a well-developed case of New England conscience, for whose approval he is incessantly occupied.	Difficult as it may be-perhaps impossible-to trace its origin, Edison possesses what he would probably call a well-developed case of New England conscience, for whose approval he is incessantly occupied.	false	3681.47	3694.78	22.671629
2204_131732_000045_000000	These, then, may be taken as the characteristics of Edison that have enabled him to accomplish more than most men--a strong body, a clear and active mind, a developed imagination, a capacity of great mental and physical concentration, an iron-clad nervous system that knows no ennui, intense optimism, and courageous self-confidence.	These, then, may be taken as the characteristics of Edison that have enabled him to accomplish more than most men-a strong body, a clear and active mind, a developed imagination, a capacity of great mental and physical concentration, an iron clad nervous system that knows no ennui, intense optimism, and courageous self confidence.	false	3695.78	3716.53	20.162428
2204_131732_000045_000001	Any one having these capacities developed to the same extent, with the same opportunities for use, would probably accomplish as much.	Any one having these capacities developed to the same extent, with the same opportunities for use, would probably accomplish as much.	true	3716.84	3724.21	21.829983
2204_131732_000045_000002	And yet there is a peculiarity about him that so far as is known has never been referred to before in print.	And yet there is a peculiarity about him that so far as is known has never been referred to before in print.	false	3724.46	3731.23	23.737907
2204_131732_000045_000003	He seems to be conscientiously afraid of appearing indolent, and in consequence subjects himself regularly to unnecessary hardship. Working all night is seldom necessary, or until two or three o'clock in the morning, yet even now he persists in such tests upon his strength. Recently one of the writers had occasion to present to him a long typewritten document of upward of thirty pages for his approval.	He seems to be conscientiously afraid of appearing indolent, and in consequence subjects himself regularly to unnecessary hardship. Working all night is seldom necessary, or until two or three o'clock in the morning, yet even now he persists in such tests upon his strength. Recently one of the writers had occasion to present to him a long typewritten document of upward of thirty pages for his approval.	false	3731.72	3756.61	21.444597
2204_131732_000045_000004	It was taken home to Glenmont.	It was taken home to Glenmont.	true	3756.92	3758.68	25.389412
2204_131732_000045_000005	Edison had a few minor corrections to make, probably not more than a dozen all told.	Edison had a few minor corrections to make, probably not more than a dozen all told.	true	3759.17	3763.99	24.53618
2204_131732_000045_000006	They could have been embodied by interlineations and marginal notes in the ordinary way, and certainly would not have required more than ten or fifteen minutes of his time. Yet what did he do?	They could have been embodied by interlineations and marginal notes in the ordinary way, and certainly would not have required more than ten or fifteen minutes of his time. Yet what did he do?	true	3764.09	3774.13	19.708757
2204_131732_000045_000007	HE COPIED OUT PAINSTAKINGLY THE ENTIRE PAPER IN LONG HAND, embodying the corrections as he went along, and presented the result of his work the following morning.	HE COPIED OUT PAINSTAKINGLY THE ENTIRE PAPER IN LONG HAND, embodying the corrections as he went along, and presented the result of his work the following morning.	false	3774.53	3783.82	23.55803
2204_131732_000045_000008	At the very least such a task must have occupied several hours.	At the very least such a task must have occupied several hours.	false	3784.28	3788.38	22.025314
2204_131732_000045_000009	How can such a trait--and scores of similar experiences could be given--be explained except by the fact that, evidently, he felt the need of special schooling in industry--that under no circumstances must he allow a thought of indolence to enter his mind?	How can such a trait-and scores of similar experiences could be given-be explained except by the fact that, evidently, he felt the need of special schooling in industry-that under no circumstances must he allow a thought of indolence to enter his mind?	true	3788.69	3803.56	24.882029
2204_131732_000046_000000	Undoubtedly in the days to come Edison will not only be recognized as an intellectual prodigy, but as a prodigy of industry--of hard work.	Undoubtedly in the days to come Edison will not only be recognized as an intellectual prodigy, but as a prodigy of industry-of hard work.	true	3804.71	3813.85	22.641539
2204_131732_000046_000001	In his field as inventor and man of science he stands as clear-cut and secure as the lighthouse on a rock, and as indifferent to the tumult around. But as the "old man"--and before he was thirty years old he was affectionately so called by his laboratory associates--he is a normal, fun-loving, typical American.	In his field as inventor and man of science he stands as clear cut and secure as the lighthouse on a rock, and as indifferent to the tumult around. But as the "old man"--and before he was thirty years old he was affectionately so called by his laboratory associates-he is a normal, fun loving, typical American.	false	3814.1	3832.75	22.70067
2204_131732_000046_000002	His sense of humor is intense, but not of the hothouse, overdeveloped variety.	His sense of humor is intense, but not of the hothouse, overdeveloped variety.	true	3833.15	3838.27	23.93456
2204_131732_000046_000003	One of his favorite jokes is to enter the legal department with an air of great humility and apply for a job as an inventor!	One of his favorite jokes is to enter the legal department with an air of great humility and apply for a job as an inventor!	true	3839.12	3845.83	24
2204_131732_000046_000004	Never is he so preoccupied or fretted with cares as not to drop all thought of his work for a few moments to listen to a new story, with a ready smile all the while, and a hearty, boyish laugh at the end.	Never is he so preoccupied or fretted with cares as not to drop all thought of his work for a few moments to listen to a new story, with a ready smile all the while, and a hearty, boyish laugh at the end.	false	3846.71	3859.87	21.29604
2204_131732_000046_000005	His laugh, in fact, is sometimes almost aboriginal; slapping his hands delightedly on his knees, he rocks back and forth and fairly shouts his pleasure.	His laugh, in fact, is sometimes almost aboriginal; slapping his hands delightedly on his knees, he rocks back and forth and fairly shouts his pleasure.	false	3860.33	3868.81	22.33067
2204_131732_000046_000006	Recently a daily report of one of his companies that had just been started contained a large order amounting to several thousand dollars, and was returned by him with a miniature sketch of a small individual viewing that particular item through a telescope!	Recently a daily report of one of his companies that had just been started contained a large order amounting to several thousand dollars, and was returned by him with a miniature sketch of a small individual viewing that particular item through a telescope!	false	3869.24	3882.43	25.612207
2204_131732_000046_000007	His facility in making hasty but intensely graphic sketches is proverbial. He takes great delight in imitating the lingo of the New York street gamin.	His facility in making hasty but intensely graphic sketches is proverbial. He takes great delight in imitating the lingo of the New York street gamin.	false	3882.5	3891.01	24.270208
2204_131732_000046_000008	A dignified person named James may be greeted with: "Hully Gee! Chimmy, when did youse blow in?" He likes to mimic and imitate types, generally, that are distasteful to him.	A dignified person named james may be greeted with: "Hully Gee! Chimmy, when did youse blow in?" He likes to mimic and imitate types, generally, that are distasteful to him.	false	3891.74	3903.7	22.156736
2204_131732_000046_000009	The sanctimonious hypocrite, the sleek speculator, and others whom he has probably encountered in life are done "to the queen's taste."	The sanctimonious hypocrite, the sleek speculator, and others whom he has probably encountered in life are done "to the queen's taste."	true	3904.07	3912.19	23.935505
2204_131732_000047_000000	One very cold winter's day he entered the laboratory library in fine spirits, "doing" the decayed dandy, with imaginary cane under his arm, struggling to put on a pair of tattered imaginary gloves, with a self-satisfied smirk and leer that would have done credit to a real comedian.	One very cold winter's day he entered the laboratory library in fine spirits, "doing" the decayed dandy, with imaginary cane under his arm, struggling to put on a pair of tattered imaginary gloves, with a self satisfied smirk and leer that would have done credit to a real comedian.	true	3913.31	3931.27	21
2204_131732_000047_000001	This particular bit of acting was heightened by the fact that even in the coldest weather he wears thin summer clothes, generally acid-worn and more or less disreputable.	This particular bit of acting was heightened by the fact that even in the coldest weather he wears thin summer clothes, generally acid worn and more or less disreputable.	true	3931.85	3941.41	23
2204_131732_000047_000002	For protection he varies the number of his suits of underclothing, sometimes wearing three or four sets, according to the thermometer.	For protection he varies the number of his suits of underclothing, sometimes wearing three or four sets, according to the thermometer.	true	3941.9	3949.3	22.012857
2204_131732_000048_000000	If one could divorce Edison from the idea of work, and could regard him separate and apart from his embodiment as an inventor and man of science, it might truly be asserted that his temperament is essentially mercurial.	If one could divorce Edison from the idea of work, and could regard him separate and apart from his embodiment as an inventor and man of science, it might truly be asserted that his temperament is essentially mercurial.	true	3950.51	3964.06	20.203882
2204_131732_000048_000001	Often he is in the highest spirits, with all the spontaneity of youth, and again he is depressed, moody, and violently angry.	Often he is in the highest spirits, with all the spontaneity of youth, and again he is depressed, moody, and violently angry.	true	3964.55	3972.1	21.421362
2204_131732_000048_000002	Anger with him, however, is a good deal like the story attributed to Napoleon:	Anger with him, however, is a good deal like the story attributed to Napoleon:	true	3972.68	3977.23	20.542774
2204_131732_000049_000000	"Sire, how is it that your judgment is not affected by your great rage?" asked one of his courtiers.	"Sire, how is it that your judgment is not affected by your great rage?" asked one of his courtiers.	true	3977.39	3983.53	22.371338
2204_131732_000050_000000	"Because," said the Emperor, "I never allow it to rise above this line," drawing his hand across his throat.	"Because," said the Emperor, "I never allow it to rise above this line," drawing his hand across his throat.	false	3984.05	3991.24	19.352846
2204_131732_000050_000001	Edison has been seen sometimes almost beside himself with anger at a stupid mistake or inexcusable oversight on the part of an assistant, his voice raised to a high pitch, sneeringly expressing his feelings of contempt for the offender; and yet when the culprit, like a bad school-boy, has left the room, Edison has immediately returned to his normal poise, and the incident is a thing of the past.	Edison has been seen sometimes almost beside himself with anger at a stupid mistake or inexcusable oversight on the part of an assistant, his voice raised to a high pitch, sneeringly expressing his feelings of contempt for the offender; and yet when the culprit, like a bad school boy, has left the room, Edison has immediately returned to his normal poise, and the incident is a thing of the past.	true	3992.06	4016.14	21.048937
2204_131732_000050_000002	At other times the unsettled condition persists, and his spleen is vented not only on the original instigator but upon others who may have occasion to see him, sometimes hours afterward.	At other times the unsettled condition persists, and his spleen is vented not only on the original instigator but upon others who may have occasion to see him, sometimes hours afterward.	true	4016.63	4028.2	21
2204_131732_000050_000003	When such a fit is on him the word is quickly passed around, and but few of his associates find it necessary to consult with him at the time.	When such a fit is on him the word is quickly passed around, and but few of his associates find it necessary to consult with him at the time.	true	4028.63	4036.63	20.972858
2204_131732_000050_000004	The genuine anger can generally be distinguished from the imitation article by those who know him intimately by the fact that when really enraged his forehead between the eyes partakes of a curious rotary movement that cannot be adequately described in words.	The genuine anger can generally be distinguished from the imitation article by those who know him intimately by the fact that when really enraged his forehead between the eyes partakes of a curious rotary movement that cannot be adequately described in words.	true	4037.33	4053.52	22.370405
2204_131732_000050_000005	It is as if the storm-clouds within are moving like a whirling cyclone.	It is as if the storm clouds within are moving like a whirling cyclone.	true	4054.07	4058.08	22.498318
2204_131732_000050_000006	As a general rule, Edison does not get genuinely angry at mistakes and other human weaknesses of his subordinates; at best he merely simulates anger.	As a general rule, Edison does not get genuinely angry at mistakes and other human weaknesses of his subordinates; at best he merely simulates anger.	true	4058.99	4068.37	21.775366
2204_131732_000050_000007	But woe betide the one who has committed an act of bad faith, treachery, dishonesty, or ingratitude; THEN Edison can show what it is for a strong man to get downright mad.	But woe betide the one who has committed an act of bad faith, treachery, dishonesty, or ingratitude; THEN Edison can show what it is for a strong man to get downright mad.	true	4068.74	4079.77	20.986628
2204_131732_000050_000008	But in this respect he is singularly free, and his spells of anger are really few.	But in this respect he is singularly free, and his spells of anger are really few.	true	4080.2	4085.76	23.24929
2204_131732_000050_000009	In fact, those who know him best are continually surprised at his moderation and patience, often when there has been great provocation.	In fact, those who know him best are continually surprised at his moderation and patience, often when there has been great provocation.	false	4085.76	4093.81	21.48582
2204_131732_000050_000010	People who come in contact with him and who may have occasion to oppose his views, may leave with the impression that he is hot-tempered; nothing could be further from the truth.	People who come in contact with him and who may have occasion to oppose his views, may leave with the impression that he is hot tempered; nothing could be further from the truth.	true	4094.36	4104.13	23.490362
2204_131732_000050_000011	He argues his point with great vehemence, pounds on the table to emphasize his views, and illustrates his theme with a wealth of apt similes; but, on account of his deafness, it is difficult to make the argument really two-sided.	He argues his point with great vehemence, pounds on the table to emphasize his views, and illustrates his theme with a wealth of apt similes; but, on account of his deafness, it is difficult to make the argument really two sided.	false	4104.32	4118.05	22.098623
2204_131732_000050_000012	Before the visitor can fully explain his side of the matter some point is brought up that starts Edison off again, and new arguments from his viewpoint are poured forth.	Before the visitor can fully explain his side of the matter some point is brought up that starts Edison off again, and new arguments from his viewpoint are poured forth.	true	4118.3	4127.68	20
2204_131732_000050_000013	This constant interruption is taken by many to mean that Edison has a small opinion of any arguments that oppose him; but he is only intensely in earnest in presenting his own side.	This constant interruption is taken by many to mean that Edison has a small opinion of any arguments that oppose him; but he is only intensely in earnest in presenting his own side.	true	4128.56	4139.35	20.447647
2204_131732_000050_000014	If the visitor persists until Edison has seen both sides of the controversy, he is always willing to frankly admit that his own views may be unsound and that his opponent is right.	If the visitor persists until Edison has seen both sides of the controversy, he is always willing to frankly admit that his own views may be unsound and that his opponent is right.	true	4139.93	4150	20
