1776_139035_000000_000000	V.	V.	false	12.93	17.49	21.424795
1776_139035_000033_000014	When the Wakondyo, a tribe of Central Africa, desire rain, they send to the Wawamba, who dwell at the foot of snowy mountains, and are the happy possessors of a "rain-stone." In consideration of a proper payment, the Wawamba wash the precious stone, anoint it with oil, and put it in a pot full of water.	When the Wakondyo, a tribe of Central Africa, desire rain, they send to the Wawamba, who dwell at the foot of snowy mountains, and are the happy possessors of a "rain stone." In consideration of a proper payment, the Wawamba wash the precious stone, anoint it with oil, and put it in a pot full of water.	true	3030.17	3047.62	20.835432
1776_139035_000033_000015	After that the rain cannot fail to come.	After that the rain cannot fail to come.	true	3048.5	3050.95	25.61213
1776_139035_000033_000016	In the arid wastes of Arizona and New Mexico the Apaches sought to make rain by carrying water from a certain spring and throwing it on a particular point high up on a rock; after that they imagined that the clouds would soon gather, and that rain would begin to fall.	In the arid wastes of Arizona and New Mexico the Apaches sought to make rain by carrying water from a certain spring and throwing it on a particular point high up on a rock; after that they imagined that the clouds would soon gather, and that rain would begin to fall.	true	3052.13	3065.62	20.587505
1776_139035_000034_000000	But customs of this sort are not confined to the wilds of Africa and Asia or the torrid deserts of Australia and the New World.	But customs of this sort are not confined to the wilds of Africa and Asia or the torrid deserts of Australia and the New World.	false	3065.93	3072.31	19
1776_139035_000034_000001	They have been practised in the cool air and under the grey skies of Europe. There is a fountain called Barenton, of romantic fame, in those "wild woods of Broceliande," where, if legend be true, the wizard Merlin still sleeps his magic slumber in the hawthorn shade.	They have been practised in the cool air and under the grey skies of Europe. There is a fountain called Barenton, of romantic fame, in those "wild woods of Broceliande," where, if legend be true, the wizard Merlin still sleeps his magic slumber in the hawthorn shade.	false	3072.53	3086.82	20.921034
1776_139035_000034_000002	Thither the Breton peasants used to resort when they needed rain.	Thither the Breton peasants used to resort when they needed rain.	false	3086.82	3090.11	22
1776_139035_000034_000003	They caught some of the water in a tankard and threw it on a slab near the spring.	They caught some of the water in a tankard and threw it on a slab near the spring.	false	3090.11	3094.09	21.52336
1776_139035_000034_000004	On Snowdon there is a lonely tarn called Dulyn, or the Black Lake, lying "in a dismal dingle surrounded by high and dangerous rocks." A row of stepping-stones runs out into the lake, and if any one steps on the stones and throws water so as to wet the farthest stone, which is called the Red Altar, "it is but a chance that you do not get rain before night, even when it is hot weather." In these cases it appears probable that, as in Samoa, the stone is regarded as more or less divine.	On Snowdon there is a lonely tarn called Dulyn, or the Black Lake, lying "in a dismal dingle surrounded by high and dangerous rocks." A row of stepping stones runs out into the lake, and if any one steps on the stones and throws water so as to wet the farthest stone, which is called the Red Altar, "it is but a chance that you do not get rain before night, even when it is hot weather." In these cases it appears probable that, as in Samoa, the stone is regarded as more or less divine.	true	3094.52	3124.51	22.686258
1776_139035_000034_000005	This appears from the custom sometimes observed of dipping a cross in the Fountain of Barenton to procure rain, for this is plainly a Christian substitute for the old pagan way of throwing water on the stone.	This appears from the custom sometimes observed of dipping a cross in the Fountain of Barenton to procure rain, for this is plainly a Christian substitute for the old pagan way of throwing water on the stone.	false	3124.79	3136.15	21
1776_139035_000034_000006	At various places in France it is, or used till lately to be, the practice to dip the image of a saint in water as a means of procuring rain.	At various places in France it is, or used till lately to be, the practice to dip the image of a saint in water as a means of procuring rain.	false	3136.79	3144.19	17
1776_139035_000034_000007	Thus, beside the old priory of Commagny, there is a spring of St. Gervais, whither the inhabitants go in procession to obtain rain or fine weather according to the needs of the crops.	Thus, beside the old priory of Commagny, there is a spring of st Gervais, whither the inhabitants go in procession to obtain rain or fine weather according to the needs of the crops.	false	3144.32	3154.93	21.91277
1776_139035_000034_000008	In times of great drought they throw into the basin of the fountain an ancient stone image of the saint that stands in a sort of niche from which the fountain flows.	In times of great drought they throw into the basin of the fountain an ancient stone image of the saint that stands in a sort of niche from which the fountain flows.	false	3155.84	3163.75	18
1776_139035_000034_000009	At Collobrières and Carpentras a similar practice was observed with the images of St. Pons and St. Gens respectively. In several villages of Navarre prayers for rain used to be offered to St. Peter, and by way of enforcing them the villagers carried the image of the saint in procession to the river, where they thrice invited him to reconsider his resolution and to grant their prayers; then, if he was still obstinate, they plunged him in the water, despite the remonstrances of the clergy, who pleaded with as much truth as piety that a simple caution or admonition administered to the image would produce an equally good effect.	At Collobrières and Carpentras a similar practice was observed with the images of st Pons and st Gens respectively. In several villages of Navarre prayers for rain used to be offered to saint Peter, and by way of enforcing them the villagers carried the image of the saint in procession to the river, where they thrice invited him to reconsider his resolution and to grant their prayers; then, if he was still obstinate, they plunged him in the water, despite the remonstrances of the clergy, who pleaded with as much truth as piety that a simple caution or admonition administered to the image would produce an equally good effect.	false	3164.39	3200.05	20.818783
1776_139035_000034_000010	After this the rain was sure to fall within twenty-four hours.	After this the rain was sure to fall within twenty four hours.	true	3200.51	3203.5	21
1776_139035_000034_000011	Catholic countries do not enjoy a monopoly of making rain by ducking holy images in water.	Catholic countries do not enjoy a monopoly of making rain by ducking holy images in water.	true	3204.14	3208.6	19
1776_139035_000034_000012	In Mingrelia, when the crops are suffering from want of rain, they take a particularly holy image and dip it in water every day till a shower falls; and in the Far East the Shans drench the images of Buddha with water when the rice is perishing of drought.	In Mingrelia, when the crops are suffering from want of rain, they take a particularly holy image and dip it in water every day till a shower falls; and in the Far East the Shans drench the images of Buddha with water when the rice is perishing of drought.	true	3210.05	3223.63	20.208578
1776_139035_000034_000013	In all such cases the practice is probably at bottom a sympathetic charm, however it may be disguised under the appearance of a punishment or a threat.	In all such cases the practice is probably at bottom a sympathetic charm, however it may be disguised under the appearance of a punishment or a threat.	true	3223.67	3231.91	21.95253
1776_139035_000035_000000	Like other peoples, the Greeks and Romans sought to obtain rain by magic, when prayers and processions had proved ineffectual.	Like other peoples, the Greeks and romans sought to obtain rain by magic, when prayers and processions had proved ineffectual.	true	3232.19	3238.66	20.99581
1776_139035_000035_000001	For example, in Arcadia, when the corn and trees were parched with drought, the priest of Zeus dipped an oak branch into a certain spring on Mount Lycaeus.	For example, in Arcadia, when the corn and trees were parched with drought, the priest of Zeus dipped an oak branch into a certain spring on Mount Lycaeus.	true	3239	3247.27	23
1776_139035_000035_000002	Thus troubled, the water sent up a misty cloud, from which rain soon fell upon the land.	Thus troubled, the water sent up a misty cloud, from which rain soon fell upon the land.	true	3247.7	3252.67	25.223608
1776_139035_000035_000003	A similar mode of making rain is still practised, as we have seen, in Halmahera near New Guinea.	A similar mode of making rain is still practised, as we have seen, in Halmahera near New Guinea.	true	3254.48	3260.35	23.040602
1776_139035_000035_000004	The people of Crannon in Thessaly had a bronze chariot which they kept in a temple.	The people of Crannon in Thessaly had a bronze chariot which they kept in a temple.	true	3260.99	3265.27	22.449251
1776_139035_000035_000005	When they desired a shower they shook the chariot and the shower fell.	When they desired a shower they shook the chariot and the shower fell.	true	3265.7	3269.29	23.751152
1776_139035_000035_000006	Probably the rattling of the chariot was meant to imitate thunder; we have already seen that mock thunder and lightning form part of a rain-charm in Russia and Japan. The legendary Salmoneus, King of Elis, made mock thunder by dragging bronze kettles behind his chariot, or by driving over a bronze bridge, while he hurled blazing torches in imitation of lightning. It was his impious wish to mimic the thundering car of Zeus as it rolled across the vault of heaven.	Probably the rattling of the chariot was meant to imitate thunder; we have already seen that mock thunder and lightning form part of a rain charm in Russia and Japan. The legendary Salmoneus, King of Elis, made mock thunder by dragging bronze kettles behind his chariot, or by driving over a bronze bridge, while he hurled blazing torches in imitation of lightning. It was his impious wish to mimic the thundering car of Zeus as it rolled across the vault of heaven.	false	3270.29	3296.53	21.077684
1776_139035_000035_000007	Indeed he declared that he was actually Zeus, and caused sacrifices to be offered to himself as such.	Indeed he declared that he was actually Zeus, and caused sacrifices to be offered to himself as such.	true	3297.26	3303.13	20.5908
1776_139035_000035_000008	Near a temple of Mars, outside the walls of Rome, there was kept a certain stone known as the _lapis manalis._ In time of drought the stone was dragged into Rome, and this was supposed to bring down rain immediately.	Near a temple of Mars, outside the walls of Rome, there was kept a certain stone known as the underscore lapis manalis.underscore In time of drought the stone was dragged into Rome, and this was supposed to bring down rain immediately.	false	3303.5	3320.58	21.611946
