2061_147110_000000_000000	CHAPTER II	CHAPTER two	true	24.24	25.36	21
2061_147110_000053_000000	On the 29th the French marched out with the honours of war, laid down their arms, and were put under guard as prisoners, pending their transport to France.	On the twenty ninth the French marched out with the honours of war, laid down their arms, and were put under guard as prisoners, pending their transport to France.	true	3023	3032.1	17
2061_147110_000053_000001	Du Chambon handed the keys to Pepperrell at the South Gate.	Du Chambon handed the keys to Pepperrell at the South Gate.	false	3032.1	3036.04	24.63492
2061_147110_000053_000002	The victorious but disgusted Provincials marched in by the West Gate, and found themselves set to protect the very houses that they had hoped to plunder.	The victorious but disgusted Provincials marched in by the West Gate, and found themselves set to protect the very houses that they had hoped to plunder.	true	3036.26	3044.89	18
2061_147110_000053_000003	Was it not high time to recoup themselves for serving as soldiers at sixpence a day?	Was it not high time to recoup themselves for serving as soldiers at sixpence a day?	true	3045.2	3049.96	12
2061_147110_000053_000004	Great Babylon had fallen, and ought to be destroyed--of course, with due profit to the destroyers. There was a regular Louisbourg legend, current in New England, that stores of goods and money were to be found in the strong rooms of every house.	Great Babylon had fallen, and ought to be destroyed-of course, with due profit to the destroyers. There was a regular Louisbourg legend, current in New England, that stores of goods and money were to be found in the strong rooms of every house.	true	3050.24	3063.49	15
2061_147110_000053_000005	So we can understand the indignation of men whose ideas were coloured by personal contact with smuggling and privateering, and sometimes with downright piracy, when they were actually told off as sentries over these mythical hoards of wealth. One diarist made the following entry immediately after he had heard the news: 'Sabbath Day, ye 16th June [Old Style] they came to Termes for us to enter ye Sitty to morrow, and Poore Termes they Bee too.' Another added that there was 'a great Noys and hubbub a mongst ye Solders a bout ye Plunder: Som a Cursing, Som a Swarein.' Five days later a third indignant Provincial wrote: 'Ye French keep possession yet, and we are forsed to stand at their Dores to gard them.' Another sympathetic chronicler, after pouring out the vials of his wrath on the clause which guaranteed the protection of French private property, lamented that 'by these means the poor souldiers lost all their hopes and just demerit [sic] of plunder promised them.'	So we can understand the indignation of men whose ideas were coloured by personal contact with smuggling and privateering, and sometimes with downright piracy, when they were actually told off as sentries over these mythical hoards of wealth. One diarist made the following entry immediately after he had heard the news: 'Sabbath Day, ye the sixteenth of june [Old Style] they came to Termes for us to enter ye Sitty to morrow, and Poore Termes they Bee too.' Another added that there was 'a great Noys and hubbub a mongst ye Solders a bout ye Plunder: Som a Cursing, Som a Swarein.' Five days later a third indignant Provincial wrote: 'Ye French keep possession yet, and we are forsed to stand at their Dores to gard them.' Another sympathetic chronicler, after pouring out the vials of his wrath on the clause which guaranteed the protection of French private property, lamented that 'by these means the poor souldiers lost all their hopes and just demerit [sic] of plunder promised them.'	false	3063.89	3129.37	19
2061_147110_000054_000000	While Parson Moody was preaching a great thanksgiving sermon, and all the senior officers were among his congregation, there was what responsible officials called 'excessive stealing in every part of the Towne.' Had this stealing really been very 'excessive' no doubt it would have allayed the grumbling in the camp.	While Parson Moody was preaching a great thanksgiving sermon, and all the senior officers were among his congregation, there was what responsible officials called 'excessive stealing in every part of the Towne.' Had this stealing really been very 'excessive' no doubt it would have allayed the grumbling in the camp.	true	3130.73	3148.24	13
2061_147110_000054_000001	But, as a matter of fact, there was so little to steal that the looters began to suspect collusion between their leaders and the French.	But, as a matter of fact, there was so little to steal that the looters began to suspect collusion between their leaders and the French.	true	3148.24	3155.53	15
2061_147110_000054_000002	Another fancied wrong exasperated the Provincials at this critical time.	Another fancied wrong exasperated the Provincials at this critical time.	false	3155.84	3160.3	16
2061_147110_000054_000003	A rumour ran through the camp that Warren had forestalled Pepperrell by receiving the keys himself.	A rumour ran through the camp that Warren had forestalled Pepperrell by receiving the keys himself.	true	3160.46	3165.67	15
2061_147110_000054_000004	Warren was cursed, Pepperrell blamed; and a mutinous spirit arose.	Warren was cursed, Pepperrell blamed; and a mutinous spirit arose.	true	3165.95	3170.5	21
2061_147110_000054_000005	Then it was suddenly discovered that Pepperrell had put the keys in his pocket.	Then it was suddenly discovered that Pepperrell had put the keys in his pocket.	true	3171.53	3175.87	17
2061_147110_000055_000000	Meanwhile the fleet was making haul after haul.	Meanwhile the fleet was making haul after haul.	true	3176.54	3179.44	15
2061_147110_000055_000001	When Pepperrell marched through the battered West Gate, at the head of his motley army, Warren had led his squadron into the harbour; and both commanders had saluted the raising of the Union Jack which marked the change of ownership.	When Pepperrell marched through the battered West Gate, at the head of his motley army, Warren had led his squadron into the harbour; and both commanders had saluted the raising of the Union Jack which marked the change of ownership.	true	3179.57	3191.92	15
2061_147110_000055_000002	But no sooner had the sound of guns and cheering died away than the Union Jack was lowered and the French flag was raised again, both over the citadel of Louisbourg and over the Island Battery.	But no sooner had the sound of guns and cheering died away than the Union Jack was lowered and the French flag was raised again, both over the citadel of Louisbourg and over the Island Battery.	true	3191.93	3202.9	15
2061_147110_000055_000003	This stratagem succeeded beyond Warren's utmost expectations.	This stratagem succeeded beyond Warren's utmost expectations.	true	3203.12	3207.28	13
2061_147110_000055_000004	Several French vessels were lured into Louisbourg and captured with stores and men enough to have kept the British out for some weeks longer.	Several French vessels were lured into Louisbourg and captured with stores and men enough to have kept the British out for some weeks longer.	false	3207.38	3214.45	15
2061_147110_000055_000005	Their cargoes were worth about a million dollars.	Their cargoes were worth about a million dollars.	false	3214.82	3217.98	19.127268
2061_147110_000055_000006	Then, just as the naval men were wondering whether their harvest was over or not, a fine French frigate made for the harbour quite unsuspectingly, and only discovered her fatal mistake too late to turn back. By the irony of circumstances she happened to be called Notre-Dame de la Delivrance.	Then, just as the naval men were wondering whether their harvest was over or not, a fine French frigate made for the harbour quite unsuspectingly, and only discovered her fatal mistake too late to turn back. By the irony of circumstances she happened to be called Notre Dame de la Delivrance.	false	3217.98	3235.83	19
2061_147110_000055_000007	Among her passengers was the distinguished man of science, Don Antonio de Ulloa, on his way to Paris, with all the results of those explorations in South America which he afterwards embodied in a famous book of travel.	Among her passengers was the distinguished man of science, Don Antonio de Ulloa, on his way to Paris, with all the results of those explorations in South America which he afterwards embodied in a famous book of travel.	false	3235.83	3249.85	18
2061_147110_000055_000008	Warren treated him with the greatest courtesy and promised that all his collections should be duly forwarded to the Royal Academy of Sciences. Once this exchange of international amenities had been ended, however, the usual systematic search began.	Warren treated him with the greatest courtesy and promised that all his collections should be duly forwarded to the Royal Academy of Sciences. Once this exchange of international amenities had been ended, however, the usual systematic search began.	true	3250.4	3265.42	18
2061_147110_000055_000009	The visible cargo was all cocoa.	The visible cargo was all cocoa.	true	3265.64	3267.87	19
2061_147110_000055_000010	But hidden underneath were layers and layers of shining silver dollars from Peru; and, underneath this double million, another two million dollars' worth of ingots of silver and ingots of gold.	But hidden underneath were layers and layers of shining silver dollars from Peru; and, underneath this double million, another two million dollars' worth of ingots of silver and ingots of gold.	true	3267.87	3279.01	15
2061_147110_000056_000000	The contrast between the poverty of Louisbourg, where so much had been expected, and the rich hauls of prize-money made by the fleet, was gall and wormwood to the Provincials. But their resentment was somewhat tempered by Warren's genial manner towards them.	The contrast between the poverty of Louisbourg, where so much had been expected, and the rich hauls of prize money made by the fleet, was gall and wormwood to the Provincials. But their resentment was somewhat tempered by Warren's genial manner towards them.	true	3280.16	3294.82	18
2061_147110_000056_000001	Warren was at home with all sorts and conditions of men.	Warren was at home with all sorts and conditions of men.	true	3295.04	3298.45	13
2061_147110_000056_000002	His own brother-officers, statesmen and courtiers, distinguished strangers like Ulloa, and colonial merchants like Pepperrell, were equally loud in his praise.	His own brother officers, statesmen and courtiers, distinguished strangers like Ulloa, and colonial merchants like Pepperrell, were equally loud in his praise.	false	3298.61	3309.01	20
2061_147110_000056_000003	With the lesser and much more easily offended class of New Englanders found in the ranks he was no less popular.	With the lesser and much more easily offended class of New Englanders found in the ranks he was no less popular.	false	3309.17	3315.67	15
2061_147110_000056_000004	A rousing speech, in which he praised the magnificently stubborn work accomplished by 'my wife's fellow-countrymen,' a hearty generosity all round, and a special hogshead of the best Jamaica rum for the garrison of the Royal Battery, won him a great deal of goodwill, in spite of the fact that his 'Admiral's eighth' of the naval prize-money amounted to some sixty thousand pounds, while Pepperrell found himself ten thousand pounds out of pocket at the end of the siege.	A rousing speech, in which he praised the magnificently stubborn work accomplished by 'my wife's fellow countrymen,' a hearty generosity all round, and a special hogshead of the best Jamaica rum for the garrison of the Royal Battery, won him a great deal of goodwill, in spite of the fact that his 'Admiral's eighth' of the naval prize money amounted to some sixty thousand pounds, while Pepperrell found himself ten thousand pounds out of pocket at the end of the siege.	true	3315.83	3343.39	16
2061_147110_000057_000000	Pepperrell, however, was a very rich man, for those colonial days; and he could well afford to celebrate the fall of Louisbourg by giving the chief naval and military officers a dinner, the fame of which will never fade away from some New England memories.	Pepperrell, however, was a very rich man, for those colonial days; and he could well afford to celebrate the fall of Louisbourg by giving the chief naval and military officers a dinner, the fame of which will never fade away from some New England memories.	true	3345.14	3360.04	18
2061_147110_000057_000001	Everything went off without a hitch.	Everything went off without a hitch.	true	3360.41	3362.29	20
2061_147110_000057_000002	But, as the hour approached, there was a growing anxiety, on the part of both host and guests, as to whether or not the redoubtable Parson Moody would keep them listening to his grace till all the meats got cold.	But, as the hour approached, there was a growing anxiety, on the part of both host and guests, as to whether or not the redoubtable Parson Moody would keep them listening to his grace till all the meats got cold.	true	3362.48	3375.28	18
2061_147110_000057_000003	He was well known for the length, as well as for the strength, of his discourses.	He was well known for the length, as well as for the strength, of his discourses.	true	3375.53	3379.72	16
2061_147110_000057_000004	He had once denounced the Devil in a grace of forty minutes.	He had once denounced the Devil in a grace of forty minutes.	true	3380.06	3383.41	15
2061_147110_000057_000005	So what was the surprised delight of his fellow-revellers when he hardly kept them standing longer than as many seconds.	So what was the surprised delight of his fellow revellers when he hardly kept them standing longer than as many seconds.	true	3383.57	3390.19	12
2061_147110_000057_000006	'Good Lord!' he said, 'we have so much to thank Thee for, that Time will be too short.	'Good Lord!' he said, 'we have so much to thank Thee for, that Time will be too short.	true	3390.44	3396.16	21.624311
2061_147110_000057_000007	Therefore we must leave it for Eternity.	Therefore we must leave it for Eternity.	true	3396.17	3398.5	19
2061_147110_000057_000008	Bless our food and fellowship on this joyful occasion, for the sake of Christ our Lord.	Bless our food and fellowship on this joyful occasion, for the sake of Christ our Lord.	true	3398.6	3403.01	11
2061_147110_000057_000009	Amen!'	Amen!'	true	3403.01	3403.75	18
2061_147110_000058_000000	News of the victory was sent at once to Boston.	News of the victory was sent at once to Boston.	true	3404.75	3407.5	17
2061_147110_000058_000001	The vessel bearing it arrived in the middle of the night.	The vessel bearing it arrived in the middle of the night.	true	3407.57	3410.47	15
2061_147110_000058_000002	But long before the summer sun was up the streets were filled with shouts of triumph, while the church bells rang in peals of exultation, and all the guns and muskets in the place were fired as fast as men could load them.	But long before the summer sun was up the streets were filled with shouts of triumph, while the church bells rang in peals of exultation, and all the guns and muskets in the place were fired as fast as men could load them.	true	3410.54	3424.05	19
2061_147110_000059_000000	The mother country's joy was less exuberant.	The mother country's joy was less exuberant.	true	3424.05	3426.73	13
2061_147110_000059_000001	There were so many other things to think of nearer home; among them the British defeat at Fontenoy and the landing of the Young Pretender.	There were so many other things to think of nearer home; among them the British defeat at Fontenoy and the landing of the Young Pretender.	true	3426.8	3434.8	15
2061_147110_000059_000002	Nor was the actual victory without alloy; for prescient people feared that a practically independent colonial army had been encouraged to become more independent still.	Nor was the actual victory without alloy; for prescient people feared that a practically independent colonial army had been encouraged to become more independent still.	false	3435.05	3444.94	16
2061_147110_000059_000003	And who can say the fear was groundless?	And who can say the fear was groundless?	true	3445.19	3447.52	18
2061_147110_000059_000004	Louisbourg really did serve to blood New Englanders for Bunker's Hill.	Louisbourg really did serve to blood New Englanders for Bunker's Hill.	true	3447.74	3451.9	17
2061_147110_000059_000005	But, in spite of this one drawback, the news was welcomed, partly because any victory was welcome at such a time, and partly because the fall of Louisbourg was a signal assertion of British sea-power on both sides of the Atlantic.	But, in spite of this one drawback, the news was welcomed, partly because any victory was welcome at such a time, and partly because the fall of Louisbourg was a signal assertion of British sea power on both sides of the Atlantic.	true	3452.03	3464.98	17
2061_147110_000060_000000	London naturally made overmuch of Warren's share, just as Boston made overmuch of Pepperrell's.	London naturally made overmuch of Warren's share, just as Boston made overmuch of Pepperrell's.	true	3465.65	3471.31	17
2061_147110_000060_000001	But the Imperial government itself perfectly understood that the fleet and the army were each an indispensable half of one co-operating whole.	But the Imperial government itself perfectly understood that the fleet and the army were each an indispensable half of one co operating whole.	true	3471.53	3479.71	13
2061_147110_000060_000002	Warren was promoted rear-admiral of the blue, the least that could be given him.	Warren was promoted rear admiral of the blue, the least that could be given him.	true	3480.02	3484.42	16
2061_147110_000060_000003	Pepperrell received much higher honours.	Pepperrell received much higher honours.	true	3484.46	3486.85	17
2061_147110_000060_000004	He was made a baronet and, like Shirley, was given the colonelcy of a regiment which was to bear his name.	He was made a baronet and, like Shirley, was given the colonelcy of a regiment which was to bear his name.	true	3486.95	3492.91	16
2061_147110_000060_000005	Such 'colonelcies' do not imply the actual command of men, but are honorary distinctions of which even kings and conquerors are proud.	Such 'colonelcies' do not imply the actual command of men, but are honorary distinctions of which even kings and conquerors are proud.	true	3493.01	3500.77	16
2061_147110_000060_000006	Nor was the Provincial Marine forgotten.	Nor was the Provincial Marine forgotten.	true	3500.93	3503.34	16
2061_147110_000060_000007	Rous, of the Shirley, was sent to England with dispatches, and was there made a post-captain in the Royal Navy for his gallantry in action against the Vigilant.	Rous, of the Shirley, was sent to England with dispatches, and was there made a post captain in the Royal Navy for his gallantry in action against the Vigilant.	false	3503.34	3512.68	18
2061_147110_000060_000008	He afterwards enjoyed a distinguished career and died an admiral.	He afterwards enjoyed a distinguished career and died an admiral.	true	3513.08	3516.94	15
2061_147110_000060_000009	It was in his ship, the Sutherland, that Wolfe wrote the final orders for the Battle of the Plains fourteen years after this first siege of Louisbourg.	It was in his ship, the Sutherland, that Wolfe wrote the final orders for the Battle of the Plains fourteen years after this first siege of Louisbourg.	false	3517.13	3540.69	20.917915
